PMID, Ack, Gender 
18802453, Hana El-Samad,female
18802453, Jessica Feldman,female
18802453, Lani Keller,female
18802453, Elisa Kannegaard,female
18802453, Susanne Rafelski,female
18802453, Lev Osherovich,???
18818719, Arek Kasprzyk,???
18818719, Damian Smedley,male
18818719, Giulietta Spudich,???
18818719, James Taylor,both
18818719, Steffen Durinck,???
18818720, Cathy Wu,female
18818725, Dr Judith Blake,female
18818725, David Hess,male
18818725, Matthew Hibbs,male
18818725, Curtis Huttenhower,male
18818722, Renee Ireton,female
18818722, Samudrala,???
18818723, Lars Schwabe,male
18818723, Joshua M Young,male
18818723, Robert Martin,male
18818726, John Reinitz,both
18818726, Steve Hanes,male
18818726, Steve Small,male
18818726, Ah-Ram Kim,both
18818726, Gerald Thomsen,male
18818726, Carlos Alonso,male
18818726, Ah-Ram Kim,both
18818726, Lisa Prazak,female
18818726, Svetlana Surkova,???
18818726, Eliana Abdelhay,female
18818726, Jos? Pontes,???
18818726, Hector Barrabin,male
18818726, Nathalie Dostatni,female
18818727, Mel Simon,male
18818729, Julie Croft,female
18818729, Elizabeth Sockett,female
18818729, Arthur Delcher,male
19005575, Prof Jo?l Janin,???
18773075, Baker,male
19360099, Matt Keeling,male
19360099, Thomas House,male
19360099, Leon Danon,male
19360099, Philip Sansom,male
19360132, Simon Watt,male
19360132, Stephen Lehman,male
19360126, Benjamin Roche,male
19503817, Jaakkola,???
19360128, Jeff Gordon,male
19360128, Peter Turnbaugh,male
19360128, Ruth Ley,female
19360128, Frank Siewerdt,male
19360128, Aleksey Zimin,???
19360128, Radu Balan,???
19360128, Kunmi Ayanbule,???
19360128, Kenneth Ryals,male
19360091, Laurie Meneades,female
19360091, Oltvai,???
19360091, Teutsch,???
19360090, Merav Parter,???
19360090, Yuval Hart,male
19360090, Guy Shinar,male
19381264, Dr David Baltimore,male
19381265, Ron Elber,male
19381265, Chennubhotla,???
19381265, Zhang,???
19381265, Liu,???
19381265, Lezon,???
19381265, Jason Boles,male
19381265, Rob Bell,male
19381256, Reis,???
19381256, Susanne DeRisi,female
19381256, Drs Albert Ko,male
19381256, Renato Barbosa Reis,???
19381256, Guilherme de Sousa Ribeiro,???
19381256, Dr Guilherme de Sousa Ribeiro,???
19381268, Lewis Jacobson,male
19390598, Joe Ma,male
19390598, Clayton Lewis,male
19390598, Jamie Williamson,female
19390603, Alex Reyes,male
19390603, Anne-Marie Oswald,male
19390603, Dan Tranchina,male
19390603, Jessica Cardin,female
19390615, Dr Chris Bradley,male
19390615, Dr David Nickerson,male
19390615, David Nordsletten,male
19390613, Lior David,male
19390613, Michael Mindrinos,male
19390613, Uta Francke,???
19390613, Zhenglong Gu,???
19390613, Curtis Palm,male
19390613, Jengnan Tzeng,???
19390613, Tai-Been Chen,???
19390613, Chun-Jui Chen,???
19390613, Monika Trebo,female
19390613, Marc Vidal,male
19390613, Kwang-Il Goh,???
19390613, Shayna Roosevelt,female
19343221, Dr Gabriele Varani,???
19343222, Yang Dan,male
19343222, Michael DeWeese,male
19401785, Wolfgang Strasshofer,???
19401785, Mirit Gulko,???
19401785, Tanja Oberwinkler,female
19401785, Dr Mike Dyall-Smith,male
19343216, Philipp Berens,???
19343216, Roland Fleming,male
19343216, Jakob Macke,male
19343216, Bruno Olshausen,male
19343211, Minus van Baalen,???
19343211, Maciek Boni,???
19343211, Mark Kirkpatrick,male
19343211, Oph?lie Ronce,???
19343211, Fran?ois Rousset,???
19343219, Stefan Washietl,male
19343219, Zizhen Yao,???
19343219, Andrew Uzilov,male
19343219, CMfinder,???
19343220, Lawrence Bannister,male
19343220, Serge Thomas,male
19343220, Julia Raftos,female
19343194, Gaudet,???
19343194, Hautaniemi,???
19343194, K Sachs,???
19343194, Goldsipe,???
19343194, Maiwald,???
19343194, Naegle,???
19343194, Chai,???
19343223, Hood,???
19675666, Karolien Van Belle,male
19675666, Khadija Wahni,???
19675666, Elke Brosens,???
19675666, Frank De Proft,male
19680431, Sara Linse,female
19680431, Amos Maritan,male
19680431, Flavio Seno,???
19680431, Wei-Feng Xue,???
19680537, Andrzej Kudlicki,???
19680537, Patrick McGrath,male
19680537, Alison Hottes,female
19680425, Sobral,???
19680425, Dr Jason Zwolak,male
19680427, Dr Haixu Tang,???
19680427, Alex Rodriguez,male
19680427, Ross Overbeek,male
19680436, Dahari,???
19680436, H Green,male
19680436, P Hraber,???
19680436, Rong,???
19680436, Singh,???
19680436, Weinberger,???
19680436, Getz,???
19680436, Bickel,???
19680436, Getz,???
19680436, Lecar,???
19680426, Aldo Faisal,male
19680426, Ian Howard,male
19680426, James Ingram,both
19680426, Luc Selen,male
19680432, Jukka Jokela,???
19680432, Roger Kouyos,male
19680432, Maurine Neiman,female
19680432, Marcel Salath?,male
19680432, Paul Schmid-Hempel,male
19680437, Dr Dana Reichmann,both
19680437, Hani Neuvirth,???
19696876, Trevor Hinkley,male
19696876, Roger Kouyos,male
19696876, Annette Oxenius,female
19696876, Kirsten Richter,female
19696876, Andrew Yates,male
19696877, Simon Levin,male
19696877, Ned Wingreen,male
19696877, Michael Desai,male
19696877, Bernhard Palsson,male
19696881, Brian Gettler,male
19696881, Yvan Charbonnier,???
19696881, David Broadhurst,male
19696881, Micha Bayer,???
19696881, Peter Cock,male
19696881, Nicola Holden,female
19696878, Dr Bernd Bukau,???
19696878, Dr Matthias Mayer,male
19696878, Tom Lenaerts,male
19696882, Daniel Fernandez,male
19696883, Dr Roland Dunbrack,male
19696883, Dr Matthew Jacobson,male
19696883, Dr Douglas Theobald,male
19714210, James Bassingthwaigthe,both
19714210, Kevin Conley,male
19714210, Allen Cowley,male
19714210, Peter Hunter,male
19714210, Ronald Meyer,male
19714210, Kalyan Vinnakota,???
19714204, Aletti,???
19714204, Naldi,???
19714204, Gamba,???
19714202, Matthes,???
19714202, Grubm?ller,???
19714202, Matthes,???
19714202, Grubm?ller,???
19714211, Jonathan Cairns,male
19714211, Thomas Gurry,male
19714211, Philip Maybank,male
19714211, Richard Parker,male
19714211, Tom Skelly,male
19714211, Simon Tavar?,male
19714211, Quin Wills,???
19714212, Jeff Thorne,male
19714212, Jamie Cate,female
19714212, Jennifer Doudna,female
19714212, Jotun Hein,???
19714212, David Haussler,male
19714212, Sean Eddy,male
19714212, Elena Rivas,female
19714212, Eric Westhof,male
19714212, Ben Redelings,male
19714199, David Kim,male
19714199, Darwin Alonso,male
19714199, Ingemar Andr?,???
19714199, Sarel Fleishman,???
19714200, Dr Aude Porcher,???
19714200, Prof Motonori Ota,female
19714207, Centro Nacional de Supercomputaci?n,???
19714207, Zhiping Weng,???
19714207, Brian Pierce,male
19714207, Alejandro Panjkovich,male
19714207, Andreas Zanzoni,male
19714207, Amelie Stein,female
19714207, Roland Pache,male
19714206, Loun?s Chikhi,???
19714206, Charlotte Mulcare,female
19714206, Pascale Gerbault,???
19714206, Jens L?ning,male
19714206, Kevin Bryson,male
19714206, Norbert Benecke,male
19714206, Mehmet ?zdogan,???
19714206, L?szl? Bartosievicz,???
19714206, Marjan Mashkour,???
19714206, Yael Pinchevsky,male
19662154, Sebastian Mirschel,male
19662155, David Chandler,male
19662155, Vanessa Leone,female
19662155, Paolo Carloni,???
19662155, Rolando Hong,male
19662155, Xevi Biarnes,???
19662156, Vadim Nikulin,???
19662159, Markus Diesmann,male
19662159, Sven Schrader,???
19662159, Kittel Austvoll,???
19662159, Mikael Djurfeldt,???
20011105, Dr Yanay Ofran,???
20011103, Ed Delong,male
20011103, Dr Osvaldo Ulloa,male
20011103, Dr Gadiel Alarcon,???
20011103, Linlin Li,???
20011103, John Buchanan,both
20011103, Craig Venter Institute,male
20011107, AJ Hopfinger,???
20011108, David Huang,male
20011116, Sven Van Segbroeck,male
20011124, Uwe Drescher,???
20011124, Julijana Gjorgjieva,???
20011124, David Sterratt,male
20011507, Valerie Tasiran,female
20011119, Gabriel Soto,male
20011123, Andrew Trister,male
20011123, Michael Beste,male
20011123, John Crocker,both
20011109, Babbitt,???
20011109, Ojha,???
20011109, Polacco,???
20011109, Smith,male
20011109, Dr R Chiang,???
20011109, Dr J Fetrow,???
20011109, Dr M Glasner,???
20019804, Nic Lindley,???
20019791, Peng Jiang,???
20019791, Drs Grace Xiao,female
20019791, Doug Black,male
20019791, Meenakshi Roy,male
20019791, Alex Alekseyenko,male
20019791, Namshin Kim,both
20019791, Qi Wang,???
20019800, Eberhard Fetz,???
20019800, Rajesh Rao,???
20019800, Adrienne Fairhall,female
20019800, Nathan Crone,male
20019800, Nancy Kopell,female
20019800, Joshua Jacobs,male
20019790, Tien Huynh,???
20019790, Niina Haiminen,???
20019797, Jeremy R Snook,male
20019797, Dr Christopher D Paschall,male
20019797, Dr Eric Y H Park,male
20019795, Jeremiah Wright,male
20019803, Jelena Stajic,???
20019803, Luis Bettencourt,male
20019803, John Dunbar,both
20019803, Ilya Nemenman,???
20019806, Tibor Antal,???
20019806, Dave Rand,male
20019808, Robert Urbanczik,male
20019808, Michael Herzog,male
20019808, Thomas Otto,male
20041221, Russ B Altman,male
20041221, Shirley Wu,female
20041207, Daniel Kerschensteiner,male
20041207, Rachel Wong,female
20041207, Christopher Lee-Messer,male
20041207, Jonathan Dawes,male
20041207, Jean-Pascal Pfister,???
20041207, Keith Godfrey,male
20041204, Diego Rossinelli,male
20041204, Jort Vellinga,???
20041202, Natrajan,???
20041202, Devapriya Choudhury,???
20041215, Dr Sui Huang,???
20041215, Donald Ingber,male
20041215, Drs Martin Aryee,male
20041215, Christine Wells,female
20041208, Michal Linial,male
20041208, Nati Linial,???
20041208, Ora Schueler-Furman,female
20041208, Chen Yanover,???
20041205, Max Berniker,male
20041175, Matthew Cooper,male
20041175, Bino Majolo,???
20041175, Eleni Nikitopoulos,???
20041175, Robert Seyfarth,male
20041175, Daan Reid,male
19997489, Elisabeth Sahler,female
19997485, Dana Homsi,both
19997485, Vineet Gupta,???
19997482, Steffen Klamt,???
19997482, Regina Samaga,female
19214201, Juan Gao,male
19214201, Jay McClelland,male
19214201, Jonathan Cohen,male
19214212, Anthony P Burgard,male
19214212, Tom Fahland,male
19242559, R Blitzer,???
19242559, Klann,???
19242559, H Rani,???
19242559, Bhalla,???
19214200, David Dorfman,male
19214200, Alicia Soriano,female
19214200, Ricardo Paxson,male
19214200, Witek Jachimczyk,???
19214200, Brett Shoelson,male
19214200, Brenner,???
19214200, Ladd,???
19214200, Nott,???
19214199, Steven A Siegelbaum,male
19214199, Cian O'Donnell,???
19229311, Robert Schleif,male
19229311, Monica Berrondo,female
19229311, Sidhartha Chaudhury,???
19229311, David Shortle,male
19229311, Marc Ostermeier,male
19229311, Tom Woolf,male
19229311, Greg Chirikjian,male
19247429, Adi,???
19247429, Nir Ben-Tal,???
19247429, Oliver Lange,male
19247429, Halperin,???
19247428, Garrett Odell,male
19247428, George von Dassow,male
19247428, Edwin Munro,male
19247428, Marie-Anne Felix,male
19247428, Victoria Foe,female
19247428, Howard Clarke,male
19247428, Erika Hoyos,female
19197352, Andrej Sali,???
19197352, Imram Haque,???
19197352, Fred Davis,male
19197345, Gail Wertz,female
19197345, Andrew Ball,male
19197345, Michael Newton,male
19148264, Roger Redondo,male
19148271, Gaston Gonnet,male
19148271, J?rg Stelling,???
19148271, Gina Cannarozzi,female
19148271, Alexander Roth,male
19148271, Adrian Schneider,male
19148271, Alexandre Gattiker,male
19148269, Przemyslaw Prusinkiewicz,???
19165315, Yann Ponty,???
19165315, Kanamori,???
19165316, Elliot Meyerowitz,male
19165316, Meyerowitz,???
19165316, Roger Patient,male
19165316, Matthew Loose,male
19165313, Dr Charles Nicholson,male
19165313, Dr Juha Voipio,???
19165313, Dr Kai Kaila,male
19119408, Fritz Roth,male
19119409, Eric Karsenti,male
19119409, Marie-Odile David,male
19180174, Sam Ng,male
19180179, Ned Wingreen,male
19180179, Rabinowitz,???
19180179, Botstein,???
19180181, Patrick van Kemmeren,male
19180181, Jos Boekhorst,???
19180181, John van Dam,both
19180181, Otto X Cordero,male
19180181, Gabino Sanchez-Perez,???
19180181, Radek Szklarczyk,???
19180178, Dr Allison Langham,female
19180178, Mei Hong,???
19180178, Alan Waring,male
19180178, Robert Lehrer,male
19180183, Davor Petrinovi?,???
19180183, Ma?a Roller Milo?evi?,???
19180182, Philippe Chatelain,???
19180182, Anne Auger,female
19180182, Petros Koumoutsakos,???
19180182, Jason Merwin,male
19180182, David Shore,male
19180182, Joseph Wade,male
19180182, Kevin Struhl,male
19180182, Andreas Wagner,male
19180182, Roel van Driel,male
19180182, Stelling,???
19132080, Dr Jackie Vazquez deRose,both
19593362, Christiane Hilgardt,???
19593362, Satoshi Sawai,???
19593380, Halim Hicheur,???
19593380, Uri Maoz,???
19593380, Roni More,female
19593380, Paolo Viviani,???
19593380, Amir Handzel,male
19593380, Felix Polyakov,male
19593380, Pham,???
19593380, Jean Jacques Slotine,both
19593380, Moshe Abeles,male
19593380, Jenny Kien,female
19593364, Martin Karplus,male
19593372, Aleksander Pastukhov,???
19593363, Theriot,???
19593363, Peter Jackson,male
19593363, Julie Theriot,female
19593363, Wallace Marshall,male
19609344, Jon Barker,male
19609344, Jean-Luc Schwartz,???
19609344, Paul Del?glise,male
19609344, John Westbury,both
19609344, Carl Johnson,male
19609350, Eric Jackson,male
19609350, Alexandra DiFeliceantonio,female
19609355, Dr Roman Laskowski,male
19609355, Dr Lorenzo Baldacci,male
19609355, Dr Romina Oliva,female
19629158, Janet Woodcock,female
19629158, Federico Goodsaid,male
19629158, Leming Shi,???
19629158, Russ Altman,male
19629158, Philip Bourne,male
19629158, Langlai Xu,???
19629158, Zichun Hua,???
19629158, Kejian Wang,???
19629158, Qinghe Xing,???
19629158, DART,???
19629157, Chao Tang,???
19629157, Chen Zeng,???
19629157, Hao Chen,???
19629157, Wenzhe Ma,???
19629159, Isabelle Guyon,female
19629159, Mark Fielden,male
19649304, Bob Carpenter,male
19649304, Bretonnel Cohen,male
19649304, Lawrence Hunter,male
19649301, Zafer Aydin,male
19649301, Mark Diekhans,male
19649160, Nicholas Carriero,male
19649302, Dr Scott H Harrison,male
19649302, Michael Grobe,male
19578427, Dr Joanna Masel,female
19578427, Diane Latawiec,female
19578429, Jason Friedman,male
19578429, Eran Stark,???
19578429, Amir Handzel,male
19578429, Michael Herrmann,male
19578429, Darya Frolova,???
19578431, Pascale Gaudet,???
19578431, Rex Chisholm,male
19578431, Tanya Berardini,female
19578431, Carnegie Institution,???
19578431, Emily Dimmer GOA,female
19578431, Hinxton,???
19578431, Stacia R Engel,female
19578431, Petra Fey,female
19578431, David P Hill MGI,male
19578431, Jackson Laboratory,male
19578431, Bar Harbor,???
19578431, Doug Howe,male
19578431, Eugene,male
19578431, James C Hu EcoliWiki,both
19578431, Rachael Huntley,female
19578431, Hinxton,???
19578431, Varsha K Khodiyar UCL,???
19578431, Ranjana Kishore WormBase,???
19578431, Donghui Li TAIR,???
19578431, Carnegie Institution,???
19578431, Ruth C Lovering UCL,female
19578431, Fiona McCarthy,female
19578431, Li Ni,???
19578431, Jackson Laboratory,male
19578431, Bar Harbor,???
19578431, Susan Tweedie,female
19578431, Kimberly Van Auken WormBase,female
19578431, Valerie Wood,female
19578431, Hinxton,???
19578431, Siddhartha Basu,???
19578431, Seth Carbon,male
19578431, Mary Dolan MGI,female
19578431, Jackson Laboratory,male
19578431, Bar Harbor,???
19578431, Christopher J Mungall,male
19578431, Kara Dolinski,female
19578431, Paul Thomas PANTHER,male
19578431, Michael Ashburner,male
19578431, Judith,female
19578431, Jackson Laboratory,male
19578431, Bar Harbor,???
19578431, Michael Cherry,male
19578431, Suzanna E Lewis,female
19578431, Rama Balakrishnan,???
19578431, Karen R Christie,female
19578431, Jennifer Deegan,female
19578431, Alexander D Diehl,male
19578431, Harold Drabkin,male
19578431, Dianna G Fisk,female
19578431, Midori Harris,male
19578431, Jodi E Hirschman,female
19578431, Jane Lomax,female
19578431, Julie Park,female
19578431, Dmitry Sitnikov MGI,???
19578431, Marek S Skrzypek,???
19578431, Rolf Apweiler GOA,male
19578431, Carol Bult,female
19578431, Janan Eppig,???
19578431, Howard Jacob RGD,male
19578431, Julian Parkhill,male
19578431, Seung Rhee,???
19578431, Martin Ringwald,male
19578431, Paul Sternberg,male
19578431, Philippa Talmud UCL,???
19578431, Simon Twigger RGD,male
19578431, Monte Westerfield,male
19578431, Richard Durbin,male
19578431, Erik Sonnhammer,male
19521511, John Tomfohr,both
19521511, Marilyn Alexieff,female
19521511, Jie Li,???
19521511, Chia-San Hsieh,???
19521511, Jennifer Lonon,female
19521511, Julie E Smith,female
19521511, Stephanie Gupton,female
19521511, Alice Jackson,female
19521511, Elizabeth McCarthy,female
19521511, James Jaggers,both
19521511, Andrew Lodge,male
19521511, Henry Rice,male
19521511, Michael Skinner,male
19521511, Jeffrey Hoehner,male
19521511, Michael Cook,male
19521511, Scott Langdon,male
19521531, Roque,???
19521531, Idiart,???
19521531, Vasconcelos,???
19521531, Dickman,???
19521515, Fr?d?ric Devaux,???
19521515, Catherine Etchebest,female
19521515, Fourier,???
19521515, Benjamin Tu,male
19521515, Adam Bussi?re,male
19521515, Serge Hazout,???
19521528, Matthias Heinemann,male
19521528, Stefan Schuster,male
19521504, Brenner,???
19521504, Dumais,???
19521505, Yong Wang,???
19543383, Murphy,male
19543383, Murphy,male
19543382, Mr Jason Sullivan,male
19543382, Jerry Xu,male
19543382, Dennis Gurgul,male
19557184, Dr Bob Freeman,male
19557191, Moreno,???
19557192, Fabien Crauste,???
19557193, Luc SelePMID, Ack, Gender 
19282972, Dr Maciej Lalowski,???
19282958, Elizabeth Wardrop,female
19282958, Michael G Cordingley,male
19282960, Jasna Brujic,???
19282960, Bernd Markert,???
19282960, Helmut Grubm?ller,???
19282960, Peter Serocka,male
19282960, Gerrit Groenhof,male
19282960, Chris Baker,male
19282960, Christian Seifert,male
19282963, William M Westler,male
19282964, Dr Patrick F Suthers,male
19282964, Dr Anthony P Burgard,male
19282959, Fabrizio Marinelli,???
19282959, Alessandro Laio,male
19282977, Portnoy,???
19282977, Knight,???
19282977, Mo,???
19282977, Schellenberger,???
19282977, Dr De Cr?cy-Lagard,???
19282982, Doolittle,???
19282982, Vogel,???
19282967, Eugene Krissinel,male
19282978, Dr Leonid Kruglyak,???
19282978, Zhang,???
19300475, Noah Zaitlen,male
